id	frequency	board	fill
28d1fcd901961d1d3fefe87784fbc002	3887	Nb,Qw,Kb,Rb,Nw,Qb,Kw,Kw,Nb,,,,,,,Qw,Pw,,,,,,,Bb,Kb,,,,,,,Rb,Bw,,,,,,,Pw,Nw,,,,,,,Qb,Pb,,,,,,,Bw,Kw,Nb,Bw,Kb,Pb,Nw,Bb,Pb	lightRed	
28f67e804b06710c521584efa81333c6	1903	Qw,Bw,Kb,Pw,Nb,Bb,Kw,Rb,Nb,,,,,,,Bw,Qw,,,,,,,Rb,Kb,,,Pb,Pb,,,Kw,Rb,,,Pb,Pb,,,Qb,Nw,,,,,,,Bb,Qb,,,,,,,Rw,Kw,Qb,Pb,Rb,Bw,Qw,Pw,Kw	darkGray	
28ff94c11b21adc604dfc8dcb3ee7000	2108	Bw,Qb,Qw,Pw,Nb,Bw,Kb,Pb,Nb,,,,,,,Nb,Qw,,,,,,,Bw,Kw,,,,,,,Kb,Rw,,,,,,,Pw,Nw,,,,,,,Nw,Qb,,,,,,,Bb,Qw,Bb,Qw,Pb,Rw,Bw,Qb,Nw	darkRed	
2942cffe0aafb5a8121da86f7052ffed	325	Qb,Nw,Rb,Kb,Qw,Nb,Rw,Pw,Rb,,,,,,,Qw,Nw,,,,,,,Nb,Qb,,,,,,,Rb,Kw,,,,,,,Kb,Rw,,,,,,,Qb,Nb,,,,,,,Nw,Kb,Rb,Kb,Qw,Nb,Rw,Kw,Pw	darkGray	
29510f78eb6a006aa7dda1c00303c56d	256	Rb,Nw,Qb,Pw,Rb,Nb,Qw,Nw,Rb,,,,,,,Nb,Nw,,,,,,,Rw,Qw,,,,,,,Pb,Kb,,,,,,,Qb,Rw,,,,,,,Nw,Bb,,,,,,,Rb,Pw,Pw,Kw,Bw,Nb,Pb,Kb,Pb	lightGray	
298413bddbef120d3eaf51ffdd74d850	738	Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Nb,,,,,,,Pb,Rw,,,,,,,Rw,Kw,,,,,,,Bb,Qb,,,,,,,Qw,Nw,,,,,,,Pw,Rb,,,,,,,Rb,Bb,Rb,Bw,Qw,Pw,Rw,Bb,Nw	lightGray	
298704271bee7e34bdf28b6a944d0cc0	975	Rw,Bb,Kw,Pw,Rb,Bw,Qb,Rw,Rw,,,,,,,Rb,Rw,,,,,,,Bw,Rw,,,Pb,Pb,,,Qb,Rw,,,Pb,Pb,,,Pb,Rw,,,,,,,Rw,Rw,,,,,,,Bb,Rw,Qw,Pw,Rb,Bw,Qb,Pb,Pb	darkGray	
2989a8a1c9cfabd71c9be6057479a919	1280	Pb,Rw,Nb,Qw,Kb,Rb,Nw,Bw,Pw,,,,,,,Kw,Kw,,,,,,,Qb,Bw,,,,,,,Nw,Nb,,,,,,,Rb,Pb,,,,,,,Kb,Kb,,,,,,,Qw,Bw,Qw,Nb,Rw,Pb,Qb,Bw,Kw	darkGray	
29a8e91561138af0cc22f563562b11b9	4051	Qb,Qw,Pw,Rb,Bw,Qb,Pb,Bb,Rb,,,,,,,Nw,Bw,,,,,,,Pb,Qb,,,Pb,Pb,,,Kb,Pb,,,Pb,Pb,,,Bw,Rw,,,,,,,Nb,Bb,,,,,,,Pw,Qb,Qb,Qw,Rw,Nb,Qw,Qb,Qb	darkRed	
29b104111f9bd4d3c0899aaad2553e6f	1306	Qw,Bw,Kb,Pw,Nb,Bb,Kw,Qb,Rb,,,,,,,Rw,Bw,,,,,,,Bb,Qw,,,,,,,Qw,Pw,,,,,,,Pw,Rw,,,,,,,Rb,Bb,,,,,,,Bw,Kw,Bb,Rw,Pb,Qb,Bw,Rb,Nw	lightGray	
29c59a4ebcb40a9973802604628556f5	2004	Nb,Nb,Qw,Kw,Rw,Nw,Qb,Bb,Qw,,,,,,,Bb,Kb,,,,,,,Nw,Rb,,,Pb,Pb,,,Pb,Nw,,,Pb,Pb,,,Kb,Qb,,,,,,,Bw,Kw,,,,,,,Nb,Kb,Nw,Qb,Kb,Rb,Nb,Qw,Kb	darkRed	
29e64e073154d7664f54ce39a5f66099	3972	Qw,Rb,Bw,Qw,Pw,Rw,Kb,Pw,Nw,,,,,,,Rb,Kb,,,,,,,Bw,Kw,,,Nb,Nb,,,Qw,Pw,,,Nb,Nb,,,Pw,Nb,,,,,,,Rw,Qw,,,,,,,Kb,Qw,Qw,Kb,Rw,Nb,Qb,Kw,Nw	darkRed	
2a700c37cb999ffb55e0ed8768454c64	2314	Nw,Rb,Bw,Qw,Pw,Rw,Bb,Nw,Pb,,,,,,,Kb,Kb,,,,,,,Pb,Bw,,,,,,,Nb,Nb,,,,,,,Bw,Pw,,,,,,,Qw,Kw,,,,,,,Pw,Rw,Bb,Rw,Pb,Qb,Bw,Rb,Qb	darkRed	
2a916302c91a71bacdef18dd62d9598e	3290	Pb,Pb,Nw,Bb,Kw,Pw,Nb,Pw,Bb,,,,,,,Pb,Nw,,,,,,,Rw,Pb,,,,,,,Bb,Kb,,,,,,,Qw,Qw,,,,,,,Pw,Nb,,,,,,,Nb,Bb,Bw,Rb,Pb,Qb,Bb,Rw,Qb	lightRed	
2ad7a7b504e90be8dcd04962d4a4c760	3526	Rb,Kb,Rb,Nb,Qw,Kw,Rw,Pb,Qw,,,,,,,Pw,Nb,,,,,,,Nb,Rb,,,,,,,Bw,Kb,,,,,,,Kb,Qb,,,,,,,Pb,Nw,,,,,,,Nw,Pb,Nw,Rb,Kw,Qb,Nb,Rw,Pb	darkGray	
2b10616ae7b27376f1e3f02d2c01aee2	2036	Bw,Pb,Nw,Bb,Kw,Pw,Nb,Rw,Qw,,,,,,,Nw,Kb,,,,,,,Qb,Rb,,,Pw,Pw,,,Kb,Nw,,,Pw,Pw,,,Rb,Qb,,,,,,,Nb,Kw,,,,,,,Qw,Bw,Bb,Nw,Pb,Kb,Bw,Nb,Nw	lightGray	
2b1e3111441c7a66222b866eaf0ee29f	3520	Bb,Bw,Nb,Pw,Kw,Bb,Nw,Bb,Kb,,,,,,,Pb,Pb,,,,,,,Rw,Nw,,,,,,,Bw,Bb,,,,,,,Qb,Kw,,,,,,,Pw,Pw,,,,,,,Rb,Pw,Rb,Bw,Qw,Pw,Rw,Bb,Bb	lightGray	
2b3429ead9f97c106ba76f3a3886c5a5	1155	Nb,Pb,Nw,Bb,Kw,Rw,Nb,Kb,Nb,,,,,,,Bw,Qw,,,,,,,Rb,Kb,,,Pw,Pw,,,Pw,Rb,,,Pw,Pw,,,Qw,Nw,,,,,,,Bb,Qb,,,,,,,Rw,Pw,Nb,Rw,Kb,Qw,Nw,Rb,Qw	darkRed	
2b5be1cdc217ff308c57325b102ed6b1	3740	Nw,Nb,Pw,Kw,Bb,Nw,Pb,Kb,Pb,,,,,,,Rb,Kb,,,,,,,Nw,Bw,,,Rw,Rw,,,Qw,Nb,,,Rw,Rw,,,Kb,Pw,,,,,,,Rw,Kw,,,,,,,Nb,Bb,Pw,Rb,Bw,Qb,Pb,Rw,Kb	lightGray	
2b5d6a7bdae67490da317f181531bb26	584	Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Pw,,,,,,,Qw,Kw,,,,,,,Bb,Bb,,,Pb,Pb,,,Rb,Nw,,,Pb,Pb,,,Pw,Pb,,,,,,,Qb,Kb,,,,,,,Bw,Pb,Qb,Nw,Rb,Kb,Bw,Nb,Bw	darkRed	
2b64c736b34050f210a6ce1c4a24d8e7	1727	Qb,Bw,Rb,Pb,Qb,Bb,Rw,Nb,Nw,,,,,,,Nb,Pb,,,,,,,Rw,Kb,,,,,,,Kb,Bw,,,,,,,Kw,Nb,,,,,,,Nw,Pw,,,,,,,Rb,Nw,Nb,Kw,Kb,Rb,Nw,Qb,Rw	darkGray	
2b75c8ed8afa14f5dbcfb59ee1608a0b	984	Qw,Rw,Bb,Qw,Pw,Rb,Bw,Bb,Pb,,,,,,,Rw,Qb,,,,,,,Bb,Bb,,,,,,,Kb,Rw,,,,,,,Pb,Pw,,,,,,,Nb,Qw,,,,,,,Bw,Rb,Qw,Nb,Rw,Kw,Qb,Nw,Kw	lightRed	
2b84111493a4672f04a15e69ade772c5	1090	Kb,Bb,Kw,Pw,Rb,Bw,Kb,Pb,Nb,,,,,,,Rw,Qw,,,,,,,Pb,Kb,,,,,,,Qb,Rb,,,,,,,Bw,Nw,,,,,,,Rb,Qb,,,,,,,Pw,Qb,Bw,Nb,Pb,Kb,Bb,Nw,Pb	darkGray	
2ba2991e5b9082f853586736bde5bb75	3915	Nw,Rb,Nw,Qb,Kw,Rw,Nb,Qw,Rb,,,,,,,Pb,Bw,,,,,,,Kb,Qb,,,,,,,Bw,Kw,,,,,,,Nb,Rw,,,,,,,Pw,Bb,,,,,,,Kw,Nb,Bb,Rw,Pb,Qb,Bw,Rb,Bw	darkRed	
2bb7310f0f2bb57dff267d59f15e564e	2002	Qb,Kw,Pw,Nw,Bb,Qb,Pb,Bw,Bb,,,,,,,Nw,Qw,,,,,,,Bb,Pw,,,,,,,Kb,Rb,,,,,,,Pb,Bw,,,,,,,Nb,Qb,,,,,,,Bw,Kw,Nb,Pw,Kw,Bb,Rw,Pb,Kw	darkRed	
2be537acae28e472340297585b30f765	2056	Bw,Kb,Rb,Bb,Qw,Pb,Rw,Nb,Qw,,,,,,,Qb,Kb,,,,,,,Bw,Rb,,,Pw,Pw,,,Rb,Nw,,,Pw,Pw,,,Pw,Qb,,,,,,,Qw,Kw,,,,,,,Bb,Nb,Pb,Nw,Bb,Kw,Pw,Rb,Nw	lightGray	
2bec3663cd8283f3dbf9d3f81e0d199c	423	Nw,Rw,Nb,Qb,Kw,Rb,Nw,Rw,Rw,,,,,,,Qb,Kw,,,,,,,Pb,Qb,,,Nw,Nw,,,Rw,Nw,,,Nw,Nw,,,Bb,Rb,,,,,,,Kw,Kb,,,,,,,Pw,Pb,Bw,Rb,Pb,Qb,Bb,Nw,Nb	darkRed	
2becec80caefb27fdeeac82f23323e1a	3196	Kb,Nw,Rb,Kb,Qw,Bb,Rw,Nw,Nw,,,,,,,Pw,Pb,,,,,,,Qw,Kb,,,Kb,Kb,,,Bb,Bw,,,Kb,Kb,,,Rw,Nb,,,,,,,Pb,Pw,,,,,,,Qb,Bw,Rw,Pb,Qb,Bw,Rb,Pw,Pb	darkRed	
2c684e6c6253019e48de1009028fd85e	3379	Bb,Qw,Nb,Rw,Kw,Qb,Nw,Qw,Bw,,,,,,,Pw,Qb,,,,,,,Kw,Pb,,,,,,,Bb,Rw,,,,,,,Nw,Bb,,,,,,,Pb,Qw,,,,,,,Kb,Nw,Qw,Nb,Rw,Pb,Qb,Nw,Bb	darkGray	
2c7fae20b07e6f6e1699a5481f893f53	2604	Rw,Pb,Qb,Bw,Rb,Pw,Qw,Nb,Rw,,,,,,,Qw,Rw,,,,,,,Bb,Rw,,,Pb,Pb,,,Rb,Rw,,,Pb,Pb,,,Pw,Rw,,,,,,,Qb,Rw,,,,,,,Bw,Rw,Bw,Qb,Pb,Rw,Bb,Qw,Qb	darkGray	
2cc2419ef5379f8cb3afeaab1e3c6a01	3563	Kb,Pb,Nw,Bb,Kw,Pw,Nb,Rw,Pb,,,,,,,Rw,Nw,,,,,,,Rw,Bb,,,,,,,Rw,Kw,,,,,,,Rw,Pw,,,,,,,Rw,Nb,,,,,,,Rw,Qb,Kw,Pw,Nb,Bw,Kb,Pb,Rw	darkRed	
2cfd0f3ce9841e973c38e16924199470	1705	Rw,Kw,Pw,Nw,Bb,Kb,Pb,Bw,Rw,,,,,,,Qb,Rw,,,,,,,Pw,Rw,,,Nw,Nw,,,Rb,Rw,,,Nw,Nw,,,Nw,Rw,,,,,,,Qw,Rw,,,,,,,Kb,Rw,Nb,Bw,Kb,Pb,Nw,Bb,Nw	lightRed	
2d19116c3f206fa687345d4fbfde8d33	3181	Nb,Kw,Rw,Nw,Qb,Kb,Rb,Rb,Nw,,,,,,,Pb,Bb,,,,,,,Rw,Kw,,,,,,,Bb,Pw,,,,,,,Qw,Nb,,,,,,,Pw,Bw,,,,,,,Rb,Rb,Kw,Qw,Nw,Rb,Kw,Qb,Bw	lightRed	
2d2ad8676705a7dbef8606964646bf16	617	Qb,Kw,Rw,Nw,Qb,Kb,Rb,Bw,Rb,,,,,,,Kb,Pw,,,,,,,Pb,Qb,,,Bb,Bb,,,Nb,Bw,,,Bb,Bb,,,Qw,Rw,,,,,,,Kw,Pb,,,,,,,Pw,Pb,Bw,Nb,Pb,Kb,Qb,Nw,Kb	darkGray	
2d38eb1db1f1db38874e68d2be32b349	953	Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Bb,,,,,,,Bb,Qw,,,,,,,Rw,Pb,,,Nb,Nb,,,Pw,Rw,,,Nb,Nb,,,Qw,Bw,,,,,,,Bw,Qb,,,,,,,Rb,Bb,Qw,Bb,Rb,Pw,Qb,Bw,Kb	lightGray	
2d3c3d31b8aaab24a7b2201f45184b80	1281	Kw,Kb,Qw,Nb,Rw,Kw,Qb,Pb,Kb,,,,,,,Rw,Pb,,,,,,,Kw,Nb,,,Qb,Qb,,,Qb,Bw,,,Qb,Qb,,,Nw,Kw,,,,,,,Rb,Pw,,,,,,,Pw,Rw,Rb,Kb,Qw,Nb,Rw,Kw,Bw	darkRed	
2dc8cea330fa47816f2542eeef87eeb1	2926	Rw,Kb,Qw,Nb,Rw,Kw,Qb,Rb,Pw,,,,,,,Rw,Rb,,,,,,,Nb,Bw,,,,,,,Qb,Qb,,,,,,,Kw,Pb,,,,,,,Rb,Rw,,,,,,,Nw,Pb,Nb,Bw,Kb,Pb,Nw,Bb,Nw	darkGray	
2de34b5757db9b9b9db4ca87c4d42976	2996	Rw,Rb,Bw,Qb,Pb,Rw,Nb,Rb,Rw,,,,,,,Rw,Rw,,,,,,,Nb,Rw,,,,,,,Qb,Rw,,,,,,,Kw,Rw,,,,,,,Rb,Rw,,,,,,,Nw,Rw,Nb,Rw,Kb,Qw,Nw,Rb,Nb	lightGray	
2de88a2d2b4fc7fc3b89590f5a8d2bb3	61	Bb,Qb,Bw,Rw,Pb,Qw,Bb,Rw,Qw,,,,,,,Rw,Bb,,,,,,,Rw,Rw,,,Rw,Rw,,,Rw,Pb,,,Rw,Rw,,,Rw,Qb,,,,,,,Rw,Nw,,,,,,,Rw,Pw,Pb,Rw,Bw,Qb,Pw,Rb,Rw	darkGray	
2e284cc8e6946ee9e7c0db0dd1baa7ff	2538	Nb,Bb,Nw,Pw,Kw,Bw,Nb,Bb,Bw,,,,,,,Bw,Kb,,,,,,,Nb,Pw,,,,,,,Pw,Nb,,,,,,,Kw,Bb,,,,,,,Bb,Kw,,,,,,,Nw,Qb,Qw,Bb,Rw,Pb,Qb,Bw,Bb	darkRed	
2e333ab92c966d265ad3dfe1f372a962	2092	Pw,Kb,Bw,Nw,Pb,Kw,Bb,Rb,Kw,,,,,,,Kw,Bb,,,,,,,Qb,Nb,,,,,,,Nb,Pw,,,,,,,Rw,Kb,,,,,,,Kb,Bw,,,,,,,Qw,Pw,Kb,Bw,Nb,Pw,Kw,Bb,Kw	darkGray	
2e40c7837a2694a1916ecac9553361c5	105	Kb,Nw,Pb,Kw,Bb,Nb,Pw,Nb,Rw,,,,,,,Nw,Bb,,,,,,,Rb,Qb,,,Rb,Rb,,,Kb,Pb,,,Rb,Rb,,,Qw,Rb,,,,,,,Nb,Bw,,,,,,,Rw,Pb,Rb,Nw,Qw,Kb,Rw,Nb,Pb	darkGray	
2e4f20be91ad9b104e19e8422279c1f8	288	Pw,Pw,Rb,Bw,Qb,Kw,Rw,Pw,Qw,,,,,,,Pw,Pw,,,,,,,Qw,Rw,,,,,,,Bb,Bb,,,,,,,Rw,Qb,,,,,,,Pb,Kw,,,,,,,Qb,Kw,Nb,Bw,Kw,Rw,Nw,Qb,Rb	lightGray	
2e57602befca92778ad0d6874a41dffd	688	Qb,Nw,Pb,Kb,Bw,Nb,Pw,Kb,Rb,,,,,,,Bw,Bw,,,,,,,Nb,Qw,,,Pw,Pw,,,Pw,Pw,,,Pw,Pw,,,Kw,Rw,,,,,,,Bb,Bb,,,,,,,Nw,Rb,Rb,Bw,Qw,Pw,Rw,Bb,Nb	lightRed	
2e63f662ab28bdf8011d1e72793b0b40	755	Qw,Bb,Rw,Pb,Qb,Bw,Rw,Qw,Nw,,,,,,,Pb,Bb,,,,,,,Nw,Kw,,,Pb,Pb,,,Bb,Pw,,,Pb,Pb,,,Kw,Nb,,,,,,,Pw,Bw,,,,,,,Nb,Pw,Rw,Pb,Qw,Bb,Rb,Pw,Rw	darkGray	
2e97f0a1401e87af624a5e3f3b8e5ff9	3561	Rb,Pb,Rw,Bb,Qw,Kb,Rb,Kb,Rw,,,,,,,Rw,Bb,,,,,,,Kw,Qb,,,,,,,Bw,Pb,,,,,,,Nb,Rb,,,,,,,Rb,Bw,,,,,,,Kb,Kw,Qb,Nw,Rb,Kb,Qw,Nb,Bb	lightGray	
2ea20f9ff27d308e0295cef962e7889c	2297	Rb,Rb,Nw,Qb,Kw,Rw,Nb,Pb,Pb,,,,,,,Pw,Rw,,,,,,,Qw,Bw,,,Nb,Nb,,,Bb,Qb,,,Nb,Nb,,,Rw,Pw,,,,,,,Pb,Nb,,,,,,,Qb,Kw,Kb,Rb,Nb,Qw,Kw,Rw,Qb	lightGray	
2ea588c3b8ffea9940158ebce1a810cd	116	Bb,Nw,Qb,Kw,Rw,Nb,Qw,Qb,Rb,,,,,,,Qb,Nw,,,,,,,Pb,Qb,,,,,,,Rb,Kw,,,,,,,Bw,Rw,,,,,,,Qw,Nb,,,,,,,Kb,Rb,Bw,Rb,Pb,Qb,Bb,Rw,Pb	lightRed	
2eabd0cde25a8134ffa934ecdbb6b360	3109	Kb,Rw,Nb,Bw,Kb,Pb,Nw,Nw,Nw,,,,,,,Nb,Rb,,,,,,,Bw,Kb,,,Pb,Pb,,,Kw,Qw,,,Pb,Pb,,,Pw,Bb,,,,,,,Rw,Rw,,,,,,,Bb,Nw,Rw,Kw,Kb,Nw,Rb,Kb,Pw	darkRed	
2eb6537e1343c8fdfb253a1290db079b	3383	Bb,Bw,Rb,Pb,Qb,Bb,Rw,Qb,Rw,,,,,,,Nw,Nb,,,,,,,Qb,Qw,,,Pb,Pb,,,Kw,Kb,,,Pb,Pb,,,Pw,Rb,,,,,,,Nb,Nw,,,,,,,Bw,Qb,Kw,Pw,Nw,Bb,Kb,Pb,Bb	darkRed	
2ec0dd2cd159293d2ae2a45d2c9e7047	2341	Nb,Qb,Pb,Rw,Bb,Qw,Pw,Kb,Nb,,,,,,,Kb,Bw,,,,,,,Bw,Qb,,,Qw,Qw,,,Rw,Pb,,,Qw,Qw,,,Pb,Nw,,,,,,,Qw,Bb,,,,,,,Bb,Nb,Kw,Qb,Nw,Rb,Kb,Qw,Rb	darkGray	
2ec850cc429eb8cafca0b237a511348d	1927	Rb,Rw,Qw,Qw,Nb,Rb,Kb,Rb,Pw,,,,,,,Kb,Rb,,,,,,,Bw,Bb,,,Bb,Bb,,,Nb,Qw,,,Bb,Bb,,,Pw,Pb,,,,,,,Kw,Rw,,,,,,,Bb,Pb,Nw,Bb,Kb,Pb,Nb,Bw,Bb	lightRed	
2ed89522faa286ce184a275231d87a2f	3156	Pb,Nw,Qb,Pw,Rb,Bb,Qw,Rb,Rb,,,,,,,Qb,Nw,,,,,,,Pb,Qb,,,Pb,Pb,,,Rb,Kw,,,Pb,Pb,,,Bw,Rw,,,,,,,Qw,Bb,,,,,,,Pw,Qw,Qw,Kb,Pb,Nw,Bb,Kw,Rb	darkGray	
2f003e83b209be58a160deaa2e17b1cd	670	Qb,Pw,Qw,Bb,Rw,Pb,Qb,Bb,Pb,,,,,,,Nb,Kb,,,,,,,Bw,Bb,,,Nw,Nw,,,Kb,Nw,,,Nw,Nw,,,Pb,Pw,,,,,,,Nw,Kw,,,,,,,Qb,Bw,Kb,Pb,Nw,Bb,Kw,Pw,Nb	lightGray	
2f27b44b02542ba53292106eebd971fc	2254	Pw,Bb,Nw,Pw,Kw,Bw,Nb,Qb,Pb,,,,,,,Kb,Kb,,,,,,,Pb,Bw,,,Nw,Nw,,,Nw,Nb,,,Nw,Nw,,,Bb,Pw,,,,,,,Kw,Kw,,,,,,,Pw,Rb,Qw,Bb,Rb,Pw,Qb,Bw,Kw	darkGray	
2f4957daf954bbbad899be7ebda80fa1	3376	Rw,Qb,Nw,Rw,Kw,Qw,Nb,Nb,Kw,,,,,,,Nb,Rw,,,,,,,Pw,Nb,,,Nb,Nb,,,Kb,Bw,,,Nb,Nb,,,Bw,Kb,,,,,,,Nw,Rb,,,,,,,Pb,Kw,Pb,Kb,Bb,Nw,Pw,Kw,Qb	darkGray	
2f58f4fa28ec3d0a4e76f4333122e6cf	1116	Bb,Pw,Kw,Bw,Rb,Pb,Kb,Bw,Bw,,,,,,,Nb,Rb,,,,,,,Qw,Pb,,,,,,,Kb,Qb,,,,,,,Rb,Bb,,,,,,,Nw,Rw,,,,,,,Qb,Qw,Rw,Bb,Qw,Pw,Rb,Bw,Bb	darkRed	
2f86b10caf98853884a5920590f33f2a	2110	Nb,Nb,Bw,Kb,Pb,Nw,Bb,Rb,Pw,,,,,,,Rb,Nb,,,,,,,Kb,Bb,,,Nb,Nb,,,Qw,Kw,,,Nb,Nb,,,Nb,Pb,,,,,,,Rw,Nw,,,,,,,Kw,Pb,Pw,Qw,Bb,Rw,Kw,Qb,Rw	lightGray	
2f9282356e53aac23f6b1e34fbc1ef69	1390	Bb,Pw,Nb,Bw,Kb,Pb,Nw,Pw,Nb,,,,,,,Pb,Qw,,,,,,,Kb,Kw,,,,,,,Bw,Rw,,,,,,,Nb,Nw,,,,,,,Pw,Qb,,,,,,,Kw,Qb,Rb,Bw,Qw,Pw,Rw,Bb,Nw	lightGray	
2f9b962912c68c15daca638ab4244d43	1614	Kb,Bb,Kw,Rb,Nw,Bw,Kb,Qw,Rw,,,,,,,Bb,Pb,,,,,,,Qw,Qw,,,,,,,Pb,Bb,,,,,,,Rw,Rb,,,,,,,Bw,Pw,,,,,,,Qb,Qw,Bw,Rb,Pb,Qb,Bb,Rw,Kw	darkRed	
2fb2739c319b0743ad9a41dafc0f5e95	1972	Nw,Nb,Qw,Kw,Rw,Bw,Qb,Pw,Kb,,,,,,,Qw,Rb,,,,,,,Bb,Nb,,,,,,,Rb,Qw,,,,,,,Pw,Kw,,,,,,,Kb,Rw,,,,,,,Bw,Bb,Rb,Nw,Qw,Kb,Rw,Nb,Pw	lightGray	
2fbd329d7c874fa1f29f760f6bb3fc8e	491	Nb,Bw,Nb,Pb,Qb,Bb,Nw,Nw,Kw,,,,,,,Rb,Qb,,,,,,,Nw,Nb,,,Rb,Rb,,,Qb,Rw,,,Rb,Rb,,,Kb,Kb,,,,,,,Rw,Qw,,,,,,,Nb,Qb,Nb,Pw,Kb,Bw,Nw,Pb,Nb	darkRed	
2fbfdc4793b70dd8005f8fcade654d97	1377	Qw,Pb,Rw,Bw,Qb,Pw,Rb,Qw,Bw,,,,,,,Nb,Rb,,,,,,,Rw,Pw,,,,,,,Kb,Qw,,,,,,,Qw,Bb,,,,,,,Nw,Rw,,,,,,,Rb,Bb,Qw,Pw,Rb,Bw,Qb,Pb,Pw	lightRed	
2ff52ea56e17931284992bc25a6ac7a0	1080	Nb,Kw,Rw,Nb,Qw,Kb,Rb,Nb,Nb,,,,,,,Bw,Bw,,,,,,,Rb,Kb,,,,,,,Pb,Pb,,,,,,,Qb,Nw,,,,,,,Bb,Bb,,,,,,,Rw,Bw,Qw,Pw,Rw,Bb,Qb,Kw,Pw	darkGray	
2ffcf22aa805d62048d5f98938ed63eb	3787	Nw,Nw,Bb,Kw,Pw,Nb,Bw,Kb,Pb,,,,,,,Pw,Qb,,,,,,,Nb,Bw,,,,,,,Bw,Rb,,,,,,,Kb,Pw,,,,,,,Pb,Qw,,,,,,,Nw,Pb,Kb,Pb,Nw,Bb,Kw,Rw,Qw	lightGray	
30047541e76a4e8e396c1e187216d0c6	3669	Kb,Nb,Rw,Kb,Qw,Nw,Rb,Bb,Kb,,,,,,,Rw,Pb,,,,,,,Nb,Nw,,,,,,,Qw,Bb,,,,,,,Kb,Kw,,,,,,,Pb,Pw,,,,,,,Nw,Rw,Rw,Rw,Rw,Rw,Rw,Rw,Rw	darkRed	
300605bbd78f9af4b4d9d3e6db1ed6e0	3534	Pw,Bb,Qw,Pw,Rb,Bw,Qb,Kb,Nb,,,,,,,Nb,Bw,,,,,,,Pw,Kw,,,,,,,Kw,Pw,,,,,,,Bb,Nw,,,,,,,Nw,Bb,,,,,,,Pb,Qw,Kb,Rb,Nw,Qb,Pb,Rw,Kb	darkRed	
300fdc4841b81c4470df8e054bceacbf	2364	Qw,Nw,Bb,Kb,Pb,Nb,Bw,Pb,Pw,,,,,,,Rb,Rb,,,,,,,Pw,Bw,,,Qb,Qb,,,Qw,Qb,,,Qb,Qb,,,Bb,Pb,,,,,,,Rw,Nw,,,,,,,Pb,Nw,Nb,Bw,Kb,Pb,Nw,Bb,Kb	lightRed	
3021bdac62c24f40cf96c87aeef07e1b	370	Bw,Kw,Qb,Nw,Rb,Kb,Qw,Rw,Qb,,,,,,,Nw,Bw,,,,,,,Qb,Rw,,,Qb,Qb,,,Kb,Kw,,,Qb,Qb,,,Rb,Qw,,,,,,,Nb,Nb,,,,,,,Qw,Rw,Qb,Nw,Rw,Kw,Qw,Nb,Nb	lightRed	
30242382295d9a6d8e01203bba36e726	3873	Nb,Qb,Pb,Rw,Nb,Qw,Pw,Pw,Qb,,,,,,,Kw,Pb,,,,,,,Qb,Rw,,,Kb,Kb,,,Nb,Bb,,,Kb,Kb,,,Rw,Qw,,,,,,,Kb,Kb,,,,,,,Qw,Qw,Pb,Nw,Bw,Kb,Pw,Rb,Nw	darkGray	
3032b2761bbe300030ce09a52f2a5c06	3714	Kw,Pw,Nb,Bw,Kb,Pb,Nw,Pb,Nw,,,,,,,Rb,Rb,,,,,,,Kb,Kw,,,,,,,Qw,Qb,,,,,,,Nb,Nb,,,,,,,Rw,Rw,,,,,,,Kw,Bw,Pb,Nw,Qw,Kb,Rw,Nb,Bw	darkGray	
313dc65de54b810af7df6d39a99db5b2	2566	Kb,Pb,Rw,Bw,Qb,Pw,Rb,Pw,Qw,,,,,,,Bb,Kb,,,,,,,Rw,Rb,,,,,,,Pb,Nw,,,,,,,Qb,Bb,,,,,,,Bw,Kw,,,,,,,Rb,Bb,Bb,Nw,Pw,Kw,Bw,Nb,Qb	darkGray	
314e90c9cdcf541db52a26a58de9b339	1655	Rb,Rb,Pw,Qw,Bb,Rw,Kw,Qb,Bw,,,,,,,Bw,Qb,,,,,,,Nb,Pb,,,,,,,Pb,Rw,,,,,,,Kb,Bb,,,,,,,Bb,Qw,,,,,,,Nw,Bb,Qw,Kb,Rb,Nw,Qb,Kw,Nb	darkRed	
316b6b2be73a9ca0ff2b957f768174ab	3434	Qw,Nb,Bw,Kb,Pb,Nw,Bb,Pb,Bw,,,,,,,Pw,Kb,,,,,,,Rb,Rw,,,Pb,Pb,,,Nw,Nb,,,Pb,Pb,,,Qb,Qb,,,,,,,Pb,Kw,,,,,,,Rw,Bb,Rw,Bb,Kw,Pw,Rb,Bw,Pb	darkRed	
317d34355495ccde12283cf0cd64962c	2834	Nw,Pw,Kw,Bb,Nw,Pb,Kb,Qw,Kw,,,,,,,Rw,Qb,,,,,,,Pb,Nb,,,Nw,Nw,,,Qw,Rw,,,Nw,Nw,,,Bb,Kb,,,,,,,Rb,Qw,,,,,,,Pw,Qw,Nw,Bb,Kw,Pw,Nb,Bw,Qw	darkRed	
